Region;Week;Visits;shop_id
South;2024-02-25 To 2024-03-02;35863;26339
South;2024-03-03 To 2024-03-09;33122;26339
South;2024-03-10 To 2024-03-16;35402;26339
South;2024-03-17 To 2024-03-23;32853;26339
South;2024-03-24 To 2024-03-30;36164;26339
South;2024-03-31 To 2024-04-06;36179;26339
South;2024-04-07 To 2024-04-13;43782;26339
South;2024-04-14 To 2024-04-20;31635;26339
South;2024-04-21 To 2024-04-27;31628;26339
South;2024-04-28 To 2024-05-04;35480;26339
South;2024-05-05 To 2024-05-11;36586;26339
South;2024-05-12 To 2024-05-18;35837;26339
South;2024-05-19 To 2024-05-25;34762;26339
South;2024-05-26 To 2024-06-01;38476;26339
South;2024-06-02 To 2024-06-08;44508;26339
South;2024-06-09 To 2024-06-15;34808;26339
South;2024-06-16 To 2024-06-22;44085;26339
South;2024-06-23 To 2024-06-29;49220;26339
South;2024-06-30 To 2024-07-06;47205;26339
South;2024-07-07 To 2024-07-13;45268;26339
South;2024-07-14 To 2024-07-20;31306;26339
South;2024-07-21 To 2024-07-27;34566;26339
South;2024-07-28 To 2024-08-03;33071;26339
South;2024-08-04 To 2024-08-10;34935;26339
South;2024-08-11 To 2024-08-17;34921;26339
South;2024-08-18 To 2024-08-24;39044;26339
South;2024-08-25 To 2024-08-31;36365;26339
South;2024-09-01 To 2024-09-07;40171;26339
South;2024-09-08 To 2024-09-14;34191;26339
South;2024-09-15 To 2024-09-21;37514;26339
South;2024-09-22 To 2024-09-28;34960;26339
South;2024-09-29 To 2024-10-05;34208;26339
South;2024-10-06 To 2024-10-12;34390;26339
South;2024-10-13 To 2024-10-19;37829;26339
South;2024-10-20 To 2024-10-26;39239;26339
South;2024-10-27 To 2024-11-02;36361;26339
South;2024-11-03 To 2024-11-09;34153;26339
South;2024-11-10 To 2024-11-16;43160;26339
South;2024-11-17 To 2024-11-23;35817;26339
South;2024-11-24 To 2024-11-30;42598;26339
South;2024-12-01 To 2024-12-07;35125;26339
South;2024-12-08 To 2024-12-14;41422;26339
South;2024-12-15 To 2024-12-21;41802;26339
South;2024-12-22 To 2024-12-28;39004;26339
South;2024-12-29 To 2025-01-04;36562;26339
South;2023-10-01 To 2023-10-07;202317;26341
South;2023-10-08 To 2023-10-14;184793;26341
South;2023-10-15 To 2023-10-21;188774;26341
South;2023-10-22 To 2023-10-28;192432;26341
South;2023-10-29 To 2023-11-04;203583;26341
South;2023-11-05 To 2023-11-11;196468;26341
South;2023-11-12 To 2023-11-18;190951;26341
South;2023-11-19 To 2023-11-25;179843;26341
South;2023-11-26 To 2023-12-02;194532;26341
South;2023-12-03 To 2023-12-09;196243;26341
South;2023-12-10 To 2023-12-16;206443;26341
South;2023-12-17 To 2023-12-23;202036;26341
South;2023-12-24 To 2023-12-30;208756;26341
South;2023-12-31 To 2024-01-06;195071;26341
South;2024-01-07 To 2024-01-13;188889;26341
South;2024-01-14 To 2024-01-20;198186;26341
South;2024-01-21 To 2024-01-27;200890;26341
South;2024-01-28 To 2024-02-03;196223;26341
South;2024-02-04 To 2024-02-10;178266;26341
South;2024-02-11 To 2024-02-17;195765;26341
South;2024-02-18 To 2024-02-24;189150;26341
South;2024-02-25 To 2024-03-02;190008;26341
South;2024-03-03 To 2024-03-09;196727;26341
South;2024-03-10 To 2024-03-16;209393;26341
South;2024-03-17 To 2024-03-23;210447;26341
South;2024-03-24 To 2024-03-30;232558;26341
South;2024-03-31 To 2024-04-06;226474;26341
South;2024-04-07 To 2024-04-13;230964;26341
South;2024-04-14 To 2024-04-20;237839;26341
South;2024-04-21 To 2024-04-27;190122;26341
South;2024-04-28 To 2024-05-04;182539;26341
South;2024-05-05 To 2024-05-11;196240;26341
South;2024-05-12 To 2024-05-18;201764;26341
South;2024-05-19 To 2024-05-25;242756;26341
South;2024-05-26 To 2024-06-01;253570;26341
South;2024-06-02 To 2024-06-08;245415;26341
South;2024-06-09 To 2024-06-15;226458;26341
South;2024-06-16 To 2024-06-22;252332;26341
South;2024-06-23 To 2024-06-29;242581;26341
South;2024-06-30 To 2024-07-06;237613;26341
South;2024-07-07 To 2024-07-13;210904;26341
South;2024-07-14 To 2024-07-20;192115;26341
South;2024-07-21 To 2024-07-27;215170;26341
South;2024-07-28 To 2024-08-03;210846;26341
South;2024-08-04 To 2024-08-10;194003;26341
South;2024-08-11 To 2024-08-17;187915;26341
South;2024-08-18 To 2024-08-24;194922;26341
South;2024-08-25 To 2024-08-31;214896;26341
South;2024-09-01 To 2024-09-07;208686;26341
South;2024-09-08 To 2024-09-14;221295;26341
South;2024-09-15 To 2024-09-21;216172;26341
South;2024-09-22 To 2024-09-28;246541;26341
South;2024-09-29 To 2024-10-05;212156;26341
South;2024-10-06 To 2024-10-12;202746;26341
South;2024-10-13 To 2024-10-19;206360;26341
South;2024-10-20 To 2024-10-26;206300;26341
South;2024-10-27 To 2024-11-02;195389;26341
South;2024-11-03 To 2024-11-09;214265;26341
South;2024-11-10 To 2024-11-16;225141;26341
South;2024-11-17 To 2024-11-23;243847;26341
South;2024-11-24 To 2024-11-30;223405;26341
South;2024-12-01 To 2024-12-07;222093;26341
South;2024-12-08 To 2024-12-14;231878;26341
South;2024-12-15 To 2024-12-21;230825;26341
South;2024-12-22 To 2024-12-28;224620;26341
South;2024-12-29 To 2025-01-04;217590;26341
South;2023-10-01 To 2023-10-07;95309;26380
South;2023-10-08 To 2023-10-14;91314;26380
South;2023-10-15 To 2023-10-21;80027;26380
South;2023-10-22 To 2023-10-28;84284;26380
South;2023-10-29 To 2023-11-04;81859;26380
South;2023-11-05 To 2023-11-11;76265;26380
South;2023-11-12 To 2023-11-18;73644;26380
South;2023-11-19 To 2023-11-25;75033;26380
South;2023-11-26 To 2023-12-02;76282;26380
South;2023-12-03 To 2023-12-09;81752;26380
South;2023-12-10 To 2023-12-16;76547;26380
South;2023-12-17 To 2023-12-23;73732;26380
South;2023-12-24 To 2023-12-30;82472;26380
South;2023-12-31 To 2024-01-06;85348;26380
South;2024-01-07 To 2024-01-13;84009;26380
South;2024-01-14 To 2024-01-20;81234;26380
South;2024-01-21 To 2024-01-27;77131;26380
South;2024-01-28 To 2024-02-03;78226;26380
South;2024-02-04 To 2024-02-10;73002;26380
South;2024-02-11 To 2024-02-17;75496;26380
South;2024-02-18 To 2024-02-24;69572;26380
South;2024-02-25 To 2024-03-02;78830;26380
South;2024-03-03 To 2024-03-09;73656;26380
South;2024-03-10 To 2024-03-16;72131;26380
South;2024-03-17 To 2024-03-23;75540;26380
South;2024-03-24 To 2024-03-30;85689;26380
South;2024-03-31 To 2024-04-06;86070;26380
South;2024-04-07 To 2024-04-13;101065;26380
South;2024-04-14 To 2024-04-20;97172;26380
South;2024-04-21 To 2024-04-27;96494;26380
South;2024-04-28 To 2024-05-04;85599;26380
South;2024-05-05 To 2024-05-11;82338;26380
South;2024-05-12 To 2024-05-18;85725;26380
South;2024-05-19 To 2024-05-25;79285;26380
South;2024-05-26 To 2024-06-01;80982;26380
South;2024-06-02 To 2024-06-08;88489;26380
South;2024-06-09 To 2024-06-15;83994;26380
South;2024-06-16 To 2024-06-22;89368;26380
South;2024-06-23 To 2024-06-29;87870;26380
South;2024-06-30 To 2024-07-06;88419;26380
South;2024-07-07 To 2024-07-13;82226;26380
South;2024-07-14 To 2024-07-20;67969;26380
South;2024-07-21 To 2024-07-27;64730;26380
South;2024-07-28 To 2024-08-03;61878;26380
South;2024-08-04 To 2024-08-10;75464;26380
South;2024-08-11 To 2024-08-17;78011;26380
South;2024-08-18 To 2024-08-24;80821;26380
South;2024-08-25 To 2024-08-31;78914;26380
South;2024-09-01 To 2024-09-07;80106;26380
South;2024-09-08 To 2024-09-14;80781;26380
South;2024-09-15 To 2024-09-21;79716;26380
South;2024-09-22 To 2024-09-28;83580;26380
South;2024-09-29 To 2024-10-05;82735;26380
South;2024-10-06 To 2024-10-12;93437;26380
South;2024-10-13 To 2024-10-19;91702;26380
South;2024-10-20 To 2024-10-26;86124;26380
South;2024-10-27 To 2024-11-02;82021;26380
South;2024-11-03 To 2024-11-09;84478;26380
South;2024-11-10 To 2024-11-16;99269;26380
South;2024-11-17 To 2024-11-23;91909;26380
South;2024-11-24 To 2024-11-30;98353;26380
South;2024-12-01 To 2024-12-07;88004;26380
South;2024-12-08 To 2024-12-14;102018;26380
South;2024-12-15 To 2024-12-21;96207;26380
South;2024-12-22 To 2024-12-28;82288;26380
South;2024-12-29 To 2025-01-04;78452;26380
West;2023-10-01 To 2023-10-07;37662;26225
West;2023-10-08 To 2023-10-14;36330;26225
West;2023-10-15 To 2023-10-21;35308;26225
West;2023-10-22 To 2023-10-28;35562;26225
West;2023-10-29 To 2023-11-04;33621;26225
West;2023-11-05 To 2023-11-11;31920;26225
West;2023-11-12 To 2023-11-18;33395;26225
West;2023-11-19 To 2023-11-25;31307;26225
West;2023-11-26 To 2023-12-02;32412;26225
West;2023-12-03 To 2023-12-09;27558;26225
West;2023-12-10 To 2023-12-16;26460;26225
West;2023-12-17 To 2023-12-23;23449;26225
West;2023-12-24 To 2023-12-30;24107;26225
West;2023-12-31 To 2024-01-06;31143;26225
West;2024-01-07 To 2024-01-13;31310;26225
West;2024-01-14 To 2024-01-20;30550;26225
West;2024-01-21 To 2024-01-27;29232;26225
West;2024-01-28 To 2024-02-03;28309;26225
West;2024-02-04 To 2024-02-10;31505;26225
West;2024-02-11 To 2024-02-17;28631;26225
West;2024-02-18 To 2024-02-24;27921;26225
West;2024-02-25 To 2024-03-02;30573;26225
West;2024-03-03 To 2024-03-09;31863;26225
West;2024-03-10 To 2024-03-16;31965;26225
West;2024-03-17 To 2024-03-23;32297;26225
West;2024-03-24 To 2024-03-30;33383;26225
West;2024-03-31 To 2024-04-06;31355;26225
West;2024-04-07 To 2024-04-13;32808;26225
West;2024-04-14 To 2024-04-20;37892;26225
West;2024-04-21 To 2024-04-27;36705;26225
West;2024-04-28 To 2024-05-04;32201;26225
West;2024-05-05 To 2024-05-11;33918;26225
West;2024-05-12 To 2024-05-18;35427;26225
West;2024-05-19 To 2024-05-25;31780;26225
West;2024-05-26 To 2024-06-01;28557;26225
West;2024-06-02 To 2024-06-08;31648;26225
West;2024-06-09 To 2024-06-15;30011;26225
West;2024-06-16 To 2024-06-22;36340;26225
West;2024-06-23 To 2024-06-29;39373;26225
West;2024-06-30 To 2024-07-06;37702;26225
West;2024-07-07 To 2024-07-13;38878;26225
West;2024-07-14 To 2024-07-20;33692;26225
West;2024-07-21 To 2024-07-27;31706;26225
West;2024-07-28 To 2024-08-03;29573;26225
West;2024-08-04 To 2024-08-10;34214;26225
West;2024-08-11 To 2024-08-17;33241;26225
West;2024-08-18 To 2024-08-24;30787;26225
West;2024-08-25 To 2024-08-31;28609;26225
West;2024-09-01 To 2024-09-07;33544;26225
West;2024-09-08 To 2024-09-14;32378;26225
West;2024-09-15 To 2024-09-21;32185;26225
West;2024-09-22 To 2024-09-28;28867;26225
West;2024-09-29 To 2024-10-05;27333;26225
West;2024-10-06 To 2024-10-12;31951;26225
West;2024-10-13 To 2024-10-19;33019;26225
West;2024-10-20 To 2024-10-26;30597;26225
West;2024-10-27 To 2024-11-02;26830;26225
West;2024-11-03 To 2024-11-09;27223;26225
West;2024-11-10 To 2024-11-16;30870;26225
West;2024-11-17 To 2024-11-23;31378;26225
West;2024-11-24 To 2024-11-30;32976;26225
West;2024-12-01 To 2024-12-07;30418;26225
West;2024-12-08 To 2024-12-14;32726;26225
West;2024-12-15 To 2024-12-21;35050;26225
West;2024-12-22 To 2024-12-28;35893;26225
West;2024-12-29 To 2025-01-04;34805;26225
West;2023-10-01 To 2023-10-07;49139;26248
West;2023-10-08 To 2023-10-14;54042;26248
West;2023-10-15 To 2023-10-21;53522;26248
West;2023-10-22 To 2023-10-28;56927;26248
West;2023-10-29 To 2023-11-04;64769;26248
West;2023-11-05 To 2023-11-11;58004;26248
West;2023-11-12 To 2023-11-18;58965;26248
West;2023-11-19 To 2023-11-25;62805;26248
West;2023-11-26 To 2023-12-02;61686;26248
West;2023-12-03 To 2023-12-09;56368;26248
West;2023-12-10 To 2023-12-16;59068;26248
West;2023-12-17 To 2023-12-23;47667;26248
West;2023-12-24 To 2023-12-30;41982;26248
West;2023-12-31 To 2024-01-06;45777;26248
West;2024-01-07 To 2024-01-13;36887;26248
West;2024-01-14 To 2024-01-20;48634;26248
West;2024-01-21 To 2024-01-27;40722;26248
West;2024-01-28 To 2024-02-03;33690;26248
West;2024-02-04 To 2024-02-10;38233;26248
West;2024-02-11 To 2024-02-17;45291;26248
West;2024-02-18 To 2024-02-24;48006;26248
West;2024-02-25 To 2024-03-02;39818;26248
West;2024-03-03 To 2024-03-09;43382;26248
West;2024-03-10 To 2024-03-16;44861;26248
West;2024-03-17 To 2024-03-23;43537;26248
West;2024-03-24 To 2024-03-30;43794;26248
West;2024-03-31 To 2024-04-06;47635;26248
West;2024-04-07 To 2024-04-13;57511;26248
West;2024-04-14 To 2024-04-20;49561;26248
West;2024-04-21 To 2024-04-27;47492;26248
West;2024-04-28 To 2024-05-04;40797;26248
West;2024-05-05 To 2024-05-11;48989;26248
West;2024-05-12 To 2024-05-18;62391;26248
West;2024-05-19 To 2024-05-25;60407;26248
West;2024-05-26 To 2024-06-01;59794;26248
West;2024-06-02 To 2024-06-08;73339;26248
West;2024-06-09 To 2024-06-15;61303;26248
West;2024-06-16 To 2024-06-22;59119;26248
West;2024-06-23 To 2024-06-29;65393;26248
West;2024-06-30 To 2024-07-06;56717;26248
West;2024-07-07 To 2024-07-13;54129;26248
West;2024-07-14 To 2024-07-20;49159;26248
West;2024-07-21 To 2024-07-27;55633;26248
West;2024-07-28 To 2024-08-03;44860;26248
West;2024-08-04 To 2024-08-10;45520;26248
West;2024-08-11 To 2024-08-17;54013;26248
West;2024-08-18 To 2024-08-24;45422;26248
West;2024-08-25 To 2024-08-31;48142;26248
West;2024-09-01 To 2024-09-07;39642;26248
West;2024-09-08 To 2024-09-14;40651;26248
West;2024-09-15 To 2024-09-21;46523;26248
West;2024-09-22 To 2024-09-28;51278;26248
West;2024-09-29 To 2024-10-05;54412;26248
West;2024-10-06 To 2024-10-12;48312;26248
West;2024-10-13 To 2024-10-19;49118;26248
West;2024-10-20 To 2024-10-26;41151;26248
West;2024-10-27 To 2024-11-02;44363;26248
West;2024-11-03 To 2024-11-09;48428;26248
West;2024-11-10 To 2024-11-16;75486;26248
West;2024-11-17 To 2024-11-23;51425;26248
West;2024-11-24 To 2024-11-30;52995;26248
West;2024-12-01 To 2024-12-07;51304;26248
West;2024-12-08 To 2024-12-14;51651;26248
West;2024-12-15 To 2024-12-21;48818;26248
West;2024-12-22 To 2024-12-28;42841;26248
West;2024-12-29 To 2025-01-04;52039;26248
West;2023-10-01 To 2023-10-07;52344;26255
West;2023-10-08 To 2023-10-14;57858;26255
West;2023-10-15 To 2023-10-21;49446;26255
West;2023-10-22 To 2023-10-28;41021;26255
West;2023-10-29 To 2023-11-04;46628;26255
West;2023-11-05 To 2023-11-11;35085;26255
West;2023-11-12 To 2023-11-18;41513;26255
West;2023-11-19 To 2023-11-25;40608;26255
West;2023-11-26 To 2023-12-02;38705;26255
West;2023-12-03 To 2023-12-09;39720;26255
West;2023-12-10 To 2023-12-16;41379;26255
West;2023-12-17 To 2023-12-23;34080;26255
West;2023-12-24 To 2023-12-30;38169;26255
West;2023-12-31 To 2024-01-06;45500;26255
West;2024-01-07 To 2024-01-13;48243;26255
West;2024-01-14 To 2024-01-20;47290;26255
West;2024-01-21 To 2024-01-27;48651;26255
West;2024-01-28 To 2024-02-03;41862;26255
West;2024-02-04 To 2024-02-10;39568;26255
West;2024-02-11 To 2024-02-17;36172;26255
West;2024-02-18 To 2024-02-24;38703;26255
West;2024-02-25 To 2024-03-02;36570;26255
West;2024-03-03 To 2024-03-09;44677;26255
West;2024-03-10 To 2024-03-16;34792;26255
West;2024-03-17 To 2024-03-23;41056;26255
West;2024-03-24 To 2024-03-30;53218;26255
West;2024-03-31 To 2024-04-06;52963;26255
West;2024-04-07 To 2024-04-13;58372;26255
West;2024-04-14 To 2024-04-20;47863;26255
West;2024-04-21 To 2024-04-27;42984;26255
West;2024-04-28 To 2024-05-04;47961;26255
West;2024-05-05 To 2024-05-11;43767;26255
West;2024-05-12 To 2024-05-18;57756;26255
West;2024-05-19 To 2024-05-25;52440;26255
West;2024-05-26 To 2024-06-01;45751;26255
West;2024-06-02 To 2024-06-08;53131;26255
West;2024-06-09 To 2024-06-15;42307;26255
West;2024-06-16 To 2024-06-22;49398;26255
West;2024-06-23 To 2024-06-29;55230;26255
West;2024-06-30 To 2024-07-06;54388;26255
West;2024-07-07 To 2024-07-13;55366;26255
West;2024-07-14 To 2024-07-20;45910;26255
West;2024-07-21 To 2024-07-27;41554;26255
West;2024-07-28 To 2024-08-03;36131;26255
West;2024-08-04 To 2024-08-10;42333;26255
West;2024-08-11 To 2024-08-17;41868;26255
West;2024-08-18 To 2024-08-24;40325;26255
West;2024-08-25 To 2024-08-31;44720;26255
West;2024-09-01 To 2024-09-07;52276;26255
West;2024-09-08 To 2024-09-14;42494;26255
West;2024-09-15 To 2024-09-21;45204;26255
West;2024-09-22 To 2024-09-28;43676;26255
West;2024-09-29 To 2024-10-05;40169;26255
West;2024-10-06 To 2024-10-12;46149;26255
West;2024-10-13 To 2024-10-19;47580;26255
West;2024-10-20 To 2024-10-26;46196;26255
West;2024-10-27 To 2024-11-02;47061;26255
West;2024-11-03 To 2024-11-09;52434;26255
West;2024-11-10 To 2024-11-16;57658;26255
West;2024-11-17 To 2024-11-23;53741;26255
West;2024-11-24 To 2024-11-30;50690;26255
West;2024-12-01 To 2024-12-07;51555;26255
West;2024-12-08 To 2024-12-14;56297;26255
West;2024-12-15 To 2024-12-21;58096;26255
West;2024-12-22 To 2024-12-28;52037;26255
West;2024-12-29 To 2025-01-04;49251;26255
West;2023-10-01 To 2023-10-07;103681;26343
West;2023-10-08 To 2023-10-14;94652;26343
West;2023-10-15 To 2023-10-21;72503;26343
West;2023-10-22 To 2023-10-28;81027;26343
West;2023-10-29 To 2023-11-04;74369;26343
West;2023-11-05 To 2023-11-11;71192;26343
West;2023-11-12 To 2023-11-18;67372;26343
West;2023-11-19 To 2023-11-25;72623;26343
West;2023-11-26 To 2023-12-02;75195;26343
West;2023-12-03 To 2023-12-09;78033;26343
West;2023-12-10 To 2023-12-16;76596;26343
West;2023-12-17 To 2023-12-23;69481;26343
West;2023-12-24 To 2023-12-30;86429;26343
West;2023-12-31 To 2024-01-06;89128;26343
West;2024-01-07 To 2024-01-13;90864;26343
West;2024-01-14 To 2024-01-20;84480;26343
West;2024-01-21 To 2024-01-27;82744;26343
West;2024-01-28 To 2024-02-03;90639;26343
West;2024-02-04 To 2024-02-10;83592;26343
West;2024-02-11 To 2024-02-17;79251;26343
West;2024-02-18 To 2024-02-24;73910;26343
West;2024-02-25 To 2024-03-02;88672;26343
West;2024-03-03 To 2024-03-09;83259;26343
West;2024-03-10 To 2024-03-16;81941;26343
West;2024-03-17 To 2024-03-23;75637;26343
West;2024-03-24 To 2024-03-30;89676;26343
West;2024-03-31 To 2024-04-06;97292;26343
West;2024-04-07 To 2024-04-13;84746;26343
West;2024-04-14 To 2024-04-20;79876;26343
West;2024-04-21 To 2024-04-27;70603;26343
West;2024-04-28 To 2024-05-04;67575;26343
West;2024-05-05 To 2024-05-11;78308;26343
West;2024-05-12 To 2024-05-18;79329;26343
West;2024-05-19 To 2024-05-25;88480;26343
West;2024-05-26 To 2024-06-01;77088;26343
West;2024-06-02 To 2024-06-08;82540;26343
West;2024-06-09 To 2024-06-15;77773;26343
West;2024-06-16 To 2024-06-22;81156;26343
West;2024-06-23 To 2024-06-29;92383;26343
West;2024-06-30 To 2024-07-06;90017;26343
West;2024-07-07 To 2024-07-13;86979;26343
West;2024-07-14 To 2024-07-20;81158;26343
West;2024-07-21 To 2024-07-27;74869;26343
West;2024-07-28 To 2024-08-03;70042;26343
West;2024-08-04 To 2024-08-10;82634;26343
West;2024-08-11 To 2024-08-17;83650;26343
West;2024-08-18 To 2024-08-24;93700;26343
West;2024-08-25 To 2024-08-31;98248;26343
West;2024-09-01 To 2024-09-07;94498;26343
West;2024-09-08 To 2024-09-14;90717;26343
West;2024-09-15 To 2024-09-21;86625;26343
West;2024-09-22 To 2024-09-28;87445;26343
West;2024-09-29 To 2024-10-05;76211;26343
West;2024-10-06 To 2024-10-12;84429;26343
West;2024-10-13 To 2024-10-19;93617;26343
West;2024-10-20 To 2024-10-26;80896;26343
West;2024-10-27 To 2024-11-02;70196;26343
West;2024-11-03 To 2024-11-09;92064;26343
West;2024-11-10 To 2024-11-16;100656;26343
West;2024-11-17 To 2024-11-23;93597;26343
West;2024-11-24 To 2024-11-30;88961;26343
West;2024-12-01 To 2024-12-07;83882;26343
West;2024-12-08 To 2024-12-14;91339;26343
West;2024-12-15 To 2024-12-21;87684;26343
West;2024-12-22 To 2024-12-28;84783;26343
West;2024-12-29 To 2025-01-04;84855;26343
West;2023-10-01 To 2023-10-07;392286;26266
West;2023-10-08 To 2023-10-14;394732;26266
West;2023-10-15 To 2023-10-21;375461;26266
West;2023-10-22 To 2023-10-28;356411;26266
West;2023-10-29 To 2023-11-04;421984;26266
West;2023-11-05 To 2023-11-11;405635;26266
West;2023-11-12 To 2023-11-18;390517;26266
West;2023-11-19 To 2023-11-25;392924;26266
West;2023-11-26 To 2023-12-02;423389;26266
West;2023-12-03 To 2023-12-09;397093;26266
West;2023-12-10 To 2023-12-16;427667;26266
West;2023-12-17 To 2023-12-23;382940;26266
West;2023-12-24 To 2023-12-30;355927;26266
West;2023-12-31 To 2024-01-06;335543;26266
West;2024-01-07 To 2024-01-13;353609;26266
West;2024-01-14 To 2024-01-20;364364;26266
West;2024-01-21 To 2024-01-27;365567;26266
West;2024-01-28 To 2024-02-03;392940;26266
West;2024-02-04 To 2024-02-10;353270;26266
West;2024-02-11 To 2024-02-17;381646;26266
West;2024-02-18 To 2024-02-24;372037;26266
West;2024-02-25 To 2024-03-02;369060;26266
West;2024-03-03 To 2024-03-09;330904;26266
West;2024-03-10 To 2024-03-16;380550;26266
West;2024-03-17 To 2024-03-23;382690;26266
West;2024-03-24 To 2024-03-30;429530;26266
West;2024-03-31 To 2024-04-06;422767;26266
West;2024-04-07 To 2024-04-13;436230;26266
West;2024-04-14 To 2024-04-20;422204;26266
West;2024-04-21 To 2024-04-27;390752;26266
West;2024-04-28 To 2024-05-04;380707;26266
West;2024-05-05 To 2024-05-11;374698;26266
West;2024-05-12 To 2024-05-18;395227;26266
West;2024-05-19 To 2024-05-25;462727;26266
West;2024-05-26 To 2024-06-01;483349;26266
West;2024-06-02 To 2024-06-08;460745;26266
West;2024-06-09 To 2024-06-15;421406;26266
West;2024-06-16 To 2024-06-22;446860;26266
West;2024-06-23 To 2024-06-29;412814;26266
West;2024-06-30 To 2024-07-06;419409;26266
West;2024-07-07 To 2024-07-13;423024;26266
West;2024-07-14 To 2024-07-20;391483;26266
West;2024-07-21 To 2024-07-27;410243;26266
West;2024-07-28 To 2024-08-03;402240;26266
West;2024-08-04 To 2024-08-10;373979;26266
West;2024-08-11 To 2024-08-17;363864;26266
West;2024-08-18 To 2024-08-24;402095;26266
West;2024-08-25 To 2024-08-31;387907;26266
West;2024-09-01 To 2024-09-07;385806;26266
West;2024-09-08 To 2024-09-14;420287;26266
West;2024-09-15 To 2024-09-21;389934;26266
West;2024-09-22 To 2024-09-28;408670;26266
West;2024-09-29 To 2024-10-05;385969;26266
West;2024-10-06 To 2024-10-12;378477;26266
West;2024-10-13 To 2024-10-19;392728;26266
West;2024-10-20 To 2024-10-26;407531;26266
West;2024-10-27 To 2024-11-02;394140;26266
West;2024-11-03 To 2024-11-09;428854;26266
West;2024-11-10 To 2024-11-16;432878;26266
West;2024-11-17 To 2024-11-23;466552;26266
West;2024-11-24 To 2024-11-30;447473;26266
West;2024-12-01 To 2024-12-07;413313;26266
West;2024-12-08 To 2024-12-14;430469;26266
West;2024-12-15 To 2024-12-21;430608;26266
West;2024-12-22 To 2024-12-28;387209;26266
West;2024-12-29 To 2025-01-04;376849;26266


